2026-07-17 08:55:06.500054,Gameplay Programmer,Test Source,https://example.com/job1
2026-07-17 10:11:31.985864,Where indie game developers find,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:32.486968,Senior Gameplay Designer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:32.815450,"Senior Programmer (Physics, Combat, AI)",WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:33.224173,Senior Unity Developer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:33.606922,Multiplayer / Back-End Unity Programmer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:33.964613,Experienced Unreal Engine Programmers,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:34.350399,Unreal Developer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:34.741556,Game Developer (UI / Front-End),WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:35.133586,Experienced Unity Gameplay Programmer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:35.486817,Multiplayer / Engine Programmer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:35.883840,Growth Systems Developer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:36.389773,Unity Gameplay Developer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:36.774353,UE5 Client Side Developer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:37.197859,Rust Developer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:37.579130,Unreal Programmer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:37.965685,Unreal Tech Artist,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:38.310880,Unreal Engine Game Tester,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:38.657749,C++ Cross Platform Programmer,WorkWithIndies,https://www.workwithindies.com/
2026-07-17 10:11:38.991291,Keyword found: roblox,Arc,https://arc.dev/
2026-07-17 10:11:39.335613,Keyword found: unreal,Arc,https://arc.dev/
2026-07-17 10:11:39.663794,Keyword found: game developer,Arc,https://arc.dev/
